Timestamp,Open,High,Low,Close,Volume (Ticks)
2025-11-10 01:41:48,2497.41,2497.97,2497.41,2497.97,4
2025-11-10 01:42:48,2497.97,2497.97,2497.48,2497.92,4
2025-11-10 01:43:48,2497.92,2498.41,2497.92,2498.39,4
2025-11-10 01:44:48,2498.39,2498.39,2497.68,2497.68,4
2025-11-10 01:45:48,2497.68,2497.99,2497.62,2497.62,4
2025-11-10 01:46:48,2497.62,2497.62,2497.15,2497.23,4
2025-11-10 01:47:48,2497.23,2497.84,2497.23,2497.84,4
2025-11-10 01:48:48,2497.84,2498.34,2497.84,2497.89,4
2025-11-10 01:49:48,2497.89,2497.89,2497.1,2497.53,4
2025-11-10 01:50:48,2497.53,2498.12,2497.53,2498.12,4
2025-11-10 01:51:48,2498.12,2498.12,2497.6,2497.86,4
2025-11-10 01:52:48,2497.86,2498.3,2497.61,2498.3,4
2025-11-10 01:53:48,2498.3,2498.3,2497.6,2497.87,4
2025-11-10 01:54:48,2497.87,2498.26,2497.87,2498.26,4
2025-11-10 01:55:48,2498.26,2498.73,2498.26,2498.73,4
2025-11-10 01:56:48,2498.73,2498.93,2498.51,2498.91,4
